Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.0.mlp.experts.59.up_proj         torch.Size([0, 1408])          0.462304             0.870705             310.784000           3852.134400         
model.layers.0.mlp.experts.59.down_proj       torch.Size([0, 2048])          0.459904             0.834942             310.784000           3728.384000         
model.layers.0.mlp.shared_expert.gate_proj    torch.Size([5, 5632])          2.619040             2.938032             466.176000           3728.064000         
model.layers.0.mlp.shared_expert.act_fn       torch.Size([5, 5632])          0.338208             0.710726             652.377600           3726.950400         
model.layers.0.mlp.shared_expert.up_proj      torch.Size([5, 5632])          2.607456             2.930403             842.998857           3881.142857         
model.layers.0.mlp.shared_expert.down_proj    torch.Size([5, 2048])          2.715648             3.004074             1241.424000          4033.744000         
model.layers.0.mlp.shared_expert_gate         torch.Size([5, 1])             0.531232             0.920057             1551.360000          3955.552000         
model.layers.1.input_layernorm                torch.Size([1, 5, 2048])       1.066432             1.490831             1403.773091          3878.400000         
model.layers.1.self_attn.q_proj               torch.Size([1, 5, 2048])       1.436000             1.734257             1377.400000          3878.400000         
model.layers.1.self_attn.k_proj               torch.Size([1, 5, 2048])       1.419360             1.710176             1396.800000          3800.832000         
model.layers.1.self_attn.v_proj               torch.Size([1, 5, 2048])       1.381760             1.678228             1474.400000          3723.264000         
model.layers.1.self_attn.o_proj               torch.Size([1, 5, 2048])       1.275200             1.599312             1552.000000          3723.264000         
model.layers.1.post_attention_layernorm       torch.Size([1, 5, 2048])       0.921632             1.306057             1467.345455          3723.264000         
model.layers.1.mlp.gate                       torch.Size([5, 60])            0.572480             0.967979             1397.088000          3666.216000         
model.layers.1.mlp.experts.0.gate_proj        torch.Size([2, 1408])          0.999424             1.366138             1259.072000          3724.800000         
model.layers.1.mlp.experts.0.act_fn           torch.Size([2, 1408])          0.309536             0.711679             1241.702400          3880.000000         
model.layers.1.mlp.experts.0.up_proj          torch.Size([2, 1408])          0.958112             1.253605             1241.600000          3945.344000         
model.layers.1.mlp.experts.0.down_proj        torch.Size([2, 2048])          1.381568             1.683712             1338.600000          4033.536000         
model.layers.1.mlp.experts.1.gate_proj        torch.Size([0, 1408])          0.480128             0.949383             1319.200000          3878.800000         
model.layers.1.mlp.experts.1.act_fn           torch.Size([0, 1408])          0.282528             0.664711             1241.941333          3880.000000         
model.layers.1.mlp.experts.1.up_proj          torch.Size([0, 1408])          0.457440             0.828266             1242.112000          3880.000000         
model.layers.1.mlp.experts.1.down_proj        torch.Size([0, 2048])          0.451392             0.825644             1086.848000          3880.000000         
model.layers.1.mlp.experts.2.gate_proj        torch.Size([0, 1408])          0.475872             0.845432             1086.848000          3880.000000         
model.layers.1.mlp.experts.2.act_fn           torch.Size([0, 1408])          0.276704             0.670195             1086.848000          3880.000000         
model.layers.1.mlp.experts.2.up_proj          torch.Size([0, 1408])          0.465824             0.855446             931.584000           3880.800000         
model.layers.1.mlp.experts.2.down_proj        torch.Size([0, 2048])          0.455904             0.874281             931.584000           3881.600000         
model.layers.1.mlp.experts.3.gate_proj        torch.Size([0, 1408])          0.005632             1.271009             931.872000           3881.600000         
model.layers.1.mlp.experts.3.act_fn           torch.Size([0, 1408])          0.476128             0.866413             776.640000           3933.354667         
model.layers.1.mlp.experts.3.up_proj          torch.Size([0, 1408])          0.636864             1.014471             776.560000           4036.864000         
model.layers.1.mlp.experts.3.down_proj        torch.Size([0, 2048])          0.508864             0.911951             776.320000           4192.128000         
model.layers.1.mlp.experts.4.gate_proj        torch.Size([0, 1408])          0.757792             1.180410             776.640000           4114.496000         
